CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3938328	539.4	5.25	95.64	CN1CC(C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	98.3	nM
CHEMBL3666307	462.9	3.03	111.89	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(Cl)cn4)c3)c5cncnc25	IC50	98.4	nM
CHEMBL3930253	453.5	3.33	81.29	OC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)N5CC6CCC(C5)N6	IC50	107.1	nM
CHEMBL3686123	495.53	3.77	123.83	C[C@H](Nc1nc(Nc2cc([nH]n2)C3CC3)c(F)cc1CNC(=O)C4CCC(=O)N4)c5ccc(F)cc5	IC50	109	nM
CHEMBL3895251	457.42	4.14	111.08	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3cc(nn3)C(F)(F)F)c4cnccc14	IC50	110	nM
CHEMBL3971956	533.01	5.55	118.42	N[C@@H]1CC[C@H](CC1)N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	114	nM
CHEMBL3911025	493.93	4.66	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	118.2	nM
CHEMBL3978372	596.45	4.37	124.74	OC(=NCCN1CCNCC1=O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	126	nM
CHEMBL3671458	538.49	2.83	154.02	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)c(c3)C(F)(F)F)c2)c4cncnc14	IC50	128	nM
CHEMBL3661466	424.46	3.69	113.56	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cc3)C#N)c2)c4cncnc14	IC50	135	nM
CHEMBL3889882	453.84	5	103.89	OC(=N)c1cc(NC(=O)c2cc(ccc2Cl)c3ncc(F)cc3F)n(n1)c4ccccc4	IC50	136.65	nM
CHEMBL3675921	355.37	1.54	82.76	CNC(=O)c1cnn2ccc(nc12)N3C[C@H](O)C[C@@H]3c4cccc(F)c4	IC50	139	nM
CHEMBL3970654	428.49	5.08	89.6	COc1ccc(CC(=Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ccncc34)O)cc1	IC50	147	nM
CHEMBL3953524	515.94	5.21	121.08	OC(=NCc1ncc[nH]1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	147.62	nM
CHEMBL3914850	541.6	4.84	98.8	C[C@H]1CN(CCN1C(=O)OC(C)(C)C)C(=Nc2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)O	IC50	153.7	nM
CHEMBL3678305	497.56	5.1	93.41	COc1ccc(cn1)C(C)Oc2ccc(Cn3cnc4cc(cnc34)c5ccc(OC)nc5)cc2OC	IC50	160	nM
CHEMBL3911006	533.01	5.55	118.42	N[C@@H]1CC[C@@H](CC1)N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	164	nM
CHEMBL3666289	493.45	5.07	114.49	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cccc(c3)C4(N=N4)C(F)(F)F)c2)c5cncnc15	IC50	167	nM
CHEMBL3582430	355.4	3.89	75.24	COc1ccccc1CNc2ccc3ncc(c4ccc(cc4)C#N)n3n2	IC50	170	nM
CHEMBL3914730	446.9	4.77	115.92	CNc1cccc(n1)c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=N)O	IC50	171.84	nM
CHEMBL3661551	442.44	1.65	145.74	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4nnnn4n3)c2)c5cncnc15	IC50	174	nM
CHEMBL3673443	525.61	4.12	101.14	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)n5cc(nn5)C6CCCNC6)cc2OC)cn1	IC50	175	nM
CHEMBL3944728	463.47	3.11	131.31	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(nn3)C4CC4)c5cncc(F)c15	IC50	179	nM
CHEMBL3910214	459.55	4.5	111.08	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3nc(nn3C)C(C)(C)C)c4cnccc14	IC50	179	nM
CHEMBL1258913	544.68	4.28	102.59	O=C(N[C@H](CN1CCCC1)c2ccccc2)c3cc4[nH]nc(NC(=O)c5ccc(cc5)N6CCOCC6)c4s3	IC50	181	nM
CHEMBL3661603	466.5	3.34	122.89	C[C@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4cccnc4c3)c2)c5cncnc15	IC50	185	nM
CHEMBL3928969	673.72	8.65	125.72	Cc1ccc(cc1C)c2ncc(cc2NC(=Nc3cnc(Oc4ccc(cc4)c5cnc(s5)N6CCCCCC6=O)nc3)O)C(F)(F)F	IC50	190	nM
CHEMBL253881	535.56	3.61	126.88	NC1CCN(Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1	IC50	200	nM
CHEMBL3671382	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4ccccn4n3)c2)c5cncnc15	IC50	201	nM
CHEMBL3671382	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4ccccn4n3)c2)c5cncnc15	IC50	201	nM
CHEMBL3661495	457.47	3.77	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc4cccc(F)c4n3)c2)c5cncnc15	IC50	204	nM
CHEMBL254893	518.51	5.28	61.36	CCN1CCN(CC1)C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C	IC50	230	nM
CHEMBL3671140	469.49	3.68	91.04	OC(=O)CC1CCN(CC1)C(=O)c2cnn3ccc(nc23)N4CCCC4c5cc(F)ccc5F	IC50	238.25	nM
CHEMBL3954100	547.03	5.15	83.36	CN(C)C1CCN(CC1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	254	nM
CHEMBL291985	555.59	3.95	113.18	COCc1ccc2c(c1)c3c4CNC(=O)c4c5c6cc(COC)ccc6n7C8C[C@](O)(C(=O)OC)[C@](C)(O8)n2c3c57	IC50	270	nM
CHEMBL3666430	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccn4nccc4c3)c2)c5cncnc15	IC50	272	nM
CHEMBL3661582	399.45	3.39	89.77	Cc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C)c4ncncc34)c(C)c1	IC50	277	nM
CHEMBL3661524	403.45	2.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nccc3C)c2)c4cncnc14	IC50	284	nM
CHEMBL3970444	549.99	3.94	120.58	OCC1(O)CCN(CC1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	296	nM
CHEMBL3666412	420.86	3.94	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cncc(Cl)c3)c2)c4cncnc14	IC50	297	nM
CHEMBL3926668	518.98	5.16	118.42	N[C@@H]1CC[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	297	nM
CHEMBL3661507	403.45	2.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(C)n3)c2)c4cncnc14	IC50	300	nM
CHEMBL3673465	526.6	4.59	109.35	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5noc(n5)C6CCNCC6)cc2OC)cn1	IC50	306	nM
CHEMBL3661528	403.45	2.85	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cc(C)n[nH]3)c2)c4cncnc14	IC50	330	nM
CHEMBL3978780	547.03	5.63	95.64	CN1CCCC(CN=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5)C1	IC50	334	nM
CHEMBL3298365	486.45	5.78	82.81	CCOc1cccc(c1)c2nccc3c2cc(C(=O)O)n3CCOc4ccc(OC(F)(F)F)cc4	IC50	348	nM
CHEMBL3984188	527.39	4.66	106.14	CN(CCN)C(=O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	413	nM
CHEMBL3673444	526.6	4.59	109.35	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5oc(nn5)C6CCCNC6)cc2OC)cn1	IC50	434	nM
CHEMBL3666331	468.52	4.24	103.93	COc1ccc2c(ccn2CC(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45)c1	IC50	451	nM
CHEMBL3659507	437.48	3.15	118.46	C[C@H](Nc1nc(NC2CCOCC2)c3ncn(c4cc(C)[nH]n4)c3n1)c5ccc(F)cn5	IC50	475	nM
CHEMBL3931473	492.94	4.63	118.42	C[C@H](N)CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	475	nM
CHEMBL3939098	533.01	5.24	95.64	CN1CCC(CN=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5)C1	IC50	483	nM
CHEMBL3596874	520.62	5.01	128.1	Cn1nc(cc1NC(=O)Nc2cccc(Oc3cncc(n3)c4ccc(cc4)S(=O)(=O)C)c2)C(C)(C)C	IC50	490	nM
CHEMBL3933204	443.46	3.93	115.63	OC(=Nc1cc(ccn1)C(=O)c2cn(C3COC3)c4ccncc24)Cc5coc(n5)C6CC6	IC50	525	nM
CHEMBL3666298	477.91	2.61	119.23	OCC1(COC1)n2cc(C(=O)c3cncc(NC(=O)Cc4ccc(Cl)cc4)c3)c5cncnc25	IC50	539	nM
CHEMBL3666459	442.5	4.5	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4cscc4cn3)c2)c5cncnc15	IC50	587	nM
CHEMBL3666435	426.44	4.03	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3oc4ccncc4c3)c2)c5cncnc15	IC50	634	nM
CHEMBL3661562	385.43	3.08	89.77	Cc1cccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C)c4ncncc34)c1	IC50	702	nM
CHEMBL3661580	385.43	3.08	89.77	Cc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C)c4ncncc34)cc1	IC50	719	nM
CHEMBL496483	385.27	4.2	78.52	Brc1cnc(NCc2ccccc2)nc1Nc3cc([nH]n3)C4CC4	IC50	750	nM
CHEMBL3671367	426.44	3.16	131.34	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cnc4[nH]ncc4c3)c2)c5cncnc15	IC50	805	nM
CHEMBL3661584	407.38	3.05	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cc(F)ccc3F)c2)c4cncnc14	IC50	820	nM
CHEMBL3981036	533.01	5.28	104.43	OC(=NCC1CCNCC1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	834	nM
CHEMBL3673474	498.58	4.26	81.87	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)C5=CC6(O)CCCN5C6)cc2OC)cn1	IC50	1160	nM
CHEMBL3666443	390.4	3.19	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc(C)on3)c2)c4cncnc14	IC50	1320	nM
CHEMBL3666405	425.45	3.54	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccc4nccn4c3)c2)c5cncnc15	IC50	1330	nM
CHEMBL3666297	438.49	3.72	104.77	CC(C)n1cc(C(=O)c2cncc(c2)N(C)C(=O)Cc3ccc(cc3)C#N)c4cncnc14	IC50	1460	nM
CHEMBL3661474	466.51	3.54	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)c4ccccn4)c2)c5cncnc15	IC50	1580	nM
CHEMBL3671434	497.92	2.74	148.91	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ncc(Cl)cc3F)c2)c4cnc(N)nc14	IC50	1610	nM
CHEMBL3661613	487.91	3.11	116.3	Clc1ccc2nc(CC(=O)Nc3cncc(c3)C(=O)c4cn(C5COC5)c6ncncc46)cn2c1	IC50	1660	nM
CHEMBL3666403	425.45	3.77	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c[nH]c4cnccc34)c2)c5cncnc15	IC50	1730	nM
CHEMBL3661557	479.54	4.52	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3c(C)[nH]nc3c4ccccc4)c2)c5cncnc15	IC50	1840	nM
CHEMBL3671379	455.48	2.95	132.85	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nnc4cc(C)nn4c3C)c2)c5cncnc15	IC50	2340	nM
CHEMBL3666319	399.45	3.47	89.77	Cc1ccccc1CCC(=O)Nc2cncc(c2)C(=O)c3cn(C)c4ncncc34	IC50	2980	nM
CHEMBL3661573	371.4	2.78	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3ccccc3)c2)c4cncnc14	IC50	3080	nM
CHEMBL3661564	407.38	3.05	89.77	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cc(F)cc(F)c3)c2)c4cncnc14	IC50	3100	nM
CHEMBL3666417	456.47	2.94	129.19	COc1nc(cn2ccnc12)C(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45	IC50	5490	nM
CHEMBL3931324	388.43	3.73	98.19	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cn3ccnc3)c4cnccc14	IC50	7450	nM
CHEMBL3781028	381.48	5.43	53.94	C1CCN(CC1)c2ccc(cc2)c3cnc4cncc(Nc5ccccc5)c4n3	IC50	7790	nM
CHEMBL3666342	418.46	2.49	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nc(C)nc3C)c2)c4cncnc14	IC50	9800	nM
CHEMBL3666359	441.46	2.26	132.85	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cnc4ncnn4c3)c2)c5cncnc15	IC50	9800	nM
CHEMBL3666394	389.42	2.92	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c[nH]nc3C)c2)c4cncnc14	IC50	9800	nM
CHEMBL3925587	417.47	3.74	111.08	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3nc(C)nc3C)c4cnccc14	IC50	9800	nM
CHEMBL3298451	366.3	3.71	73.58	OC(=O)c1cc2cnccc2n1CCOc3ccc(OC(F)(F)F)cc3	IC50	12300	nM
CHEMBL3629614	319.32	3.22	65.37	CCOC(=O)N1C2=C(C(=O)c3ccccc13)c4ccccc4C2=O	IC50	16500	nM
CHEMBL3629605	261.28	2.75	39.07	CN1C2=C(C(=O)c3ccccc13)c4ccccc4C2=O	IC50	28900	nM
CHEMBL629	277.41	4.17	3.24	CN(C)CCC=C1c2ccccc2CCc3ccccc13	IC50	60000	nM
CHEMBL3596856	387.83	4.85	102.17	CC(C)(C)c1onc(NC(=O)Nc2cccc(Oc3cncc(Cl)n3)c2)c1	IC50	100000	nM
CHEMBL3781538	381.48	5.43	53.94	C1CCN(CC1)c2ccc(cc2)c3cnc4c(Nc5ccccc5)cncc4n3	IC50	100000	nM
CHEMBL3781584	328.38	4.44	59.93	COc1cccc(Nc2nccc3nc(cnc23)c4ccccc4)c1	IC50	100000	nM
CHEMBL3629013	392.51	3.59	79	N#Cc1ccnc(Nc2cc(C3CCN(CC3)C4COC4)n(n2)C5CCCC5)c1	IC50	464000	nM
CHEMBL377243	376.89	4.33	80.9	NC(=O)c1c(SCc2ccccc2Cl)nsc1Nc3ccncc3	IC50		
CHEMBL3596863	472.55	5.62	103.19	COc1ccc(cc1)c2cncc(Oc3cccc(NC(=O)Nc4cc(nn4C)C(C)(C)C)c3)n2	IC50		
CHEMBL3596883	440.51	5.67	101.92	CC(C)(C)c1ccc(NC(=O)Nc2cccc(Oc3cncc(n3)c4cncnc4)c2)cc1	IC50		
CHEMBL3596887	456.52	7.02	76.14	CC(C)(C)c1ccc(NC(=O)Nc2cccc(Oc3cncc(n3)c4ccc(F)cc4)c2)cc1	IC50		
CHEMBL3678284	540.57	5.66	93.01	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5ccc(SC(F)(F)F)cc5	IC50	0.2	nM
CHEMBL3678287	515.52	4.53	105.9	COc1cc(Cn2c(N)nc3cc(cnc23)c4cnn(C)c4)ccc1OCc5csc(n5)C(F)(F)F	IC50	0.2	nM
CHEMBL3675926	395.44	2.59	82.76	OCc1ccc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5CC5)c4n3	IC50	0.6	nM
CHEMBL3966864	612.51	6.01	152.68	CS(=O)(=O)c1ccc(cc1NC(=Nc2cnc(Oc3ccc(cc3)c4cc(cnc4N)C(F)(F)F)nc2)O)C(F)(F)F	IC50	0.8	nM
CHEMBL3671133	437.45	4.18	75.67	Cc1oc(CNC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)cc1	IC50	0.95	nM
CHEMBL251796	561.53	4.14	104.45	C[C@@H](N)C(=O)N1CCN(CC1)C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C	IC50	1	nM
CHEMBL3915638	566.93	6.43	136.36	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4cc(ccc4n5cccn5)C(F)(F)F)cc2	IC50	1	nM
CHEMBL3676034	387.39	2.07	82.76	OCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4F	IC50	1.1	nM
CHEMBL3675956	430.46	2.58	95.65	CC(C)(CF)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)cnc4CO	IC50	1.15	nM
CHEMBL3675913	423.49	3.24	82.76	O[C@@H]1CC[C@H](CC1)NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cccc(F)c5	IC50	1.2	nM
CHEMBL3676022	428.47	2.12	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCCCCO)c4n3	IC50	1.4	nM
CHEMBL3977553	533.93	5.35	121.08	OC(=NCc1cn[nH]c1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	1.936	nM
CHEMBL3675937	444.46	2.78	74.56	F[C@H]1CNCC[C@H]1NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F	IC50	1.95	nM
CHEMBL3913818	567.53	7.5	121.2	OC(=Nc1cnc(Oc2ccc(cc2)c3c[nH]c4nccc4c3)nc1)Nc5cc(ccc5c6cccnc6)C(F)(F)F	IC50	2	nM
CHEMBL3676033	517.59	1.77	122.03	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCN(CC5)S(=O)(=O)C)c4n3	IC50	2.2	nM
CHEMBL3675998	394.45	3.13	75.42	C[C@H](NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4)C5CC5	IC50	2.9	nM
CHEMBL3675998	394.45	3.13	75.42	C[C@H](NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cncc(F)c4)C5CC5	IC50	2.9	nM
CHEMBL3962152	559.96	5.43	132.04	OC(=NCC1=CNC(=N)C=C1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	2.98	nM
CHEMBL3676092	410.45	2.19	84.53	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3)C1=O	IC50	3	nM
CHEMBL3659499	368.38	2.64	106.43	CCOc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ncc(F)cn4)nc23	IC50	3	nM
CHEMBL176544	275.31	3.07	46.92	Cn1cc(\C=C\2/C(=O)Nc3cccnc23)c4ccccc14	IC50	3	nM
CHEMBL3671447	497.43	3.95	108.23	CC1(COC1)n2cc(C(=O)c3cncc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)c5cncnc25	IC50	3.09	nM
CHEMBL3671430	459.51	2.25	148.91	Cc1ccc(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4nc(N)ncc34)C(C)(C)CO)nc1	IC50	3.16	nM
CHEMBL3671423	516.48	2.88	142.84	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	3.22	nM
CHEMBL3671435	513.48	2.96	148.91	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(cn3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	3.75	nM
CHEMBL3960393	454.87	4.65	75.42	Fc1ccc(F)c(c1)[C@@H]2CCCN2c3ccn4ncc(NC(=O)c5cc(Cl)ccn5)c4n3	IC50	4	nM
CHEMBL3676064	424.48	2.56	95.65	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N[C@@H]5CCC[C@H]5O)c4n3	IC50	4.8	nM
CHEMBL3659496	364.39	3.12	97.2	C[C@H](Nc1ncc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ccc(F)cn5	IC50	5	nM
CHEMBL3666256	472.43	3.07	133.61	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ccc(n3)C(F)(F)F)c2)c4cnc(N)nc14	IC50	5.18	nM
CHEMBL3673442	524.63	4.86	88.25	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5cnn(c5)C6CCNCC6)cc2OC)cn1	IC50	6	nM
CHEMBL3673442	524.63	4.86	88.25	COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)c5cnn(c5)C6CCNCC6)cc2OC)cn1	IC50	6	nM
CHEMBL3675963	433.42	1.36	112.22	OC[C@H](O)CONC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	6.13	nM
CHEMBL3889913	492.9	5.47	136.48	CC(=Nc1ccc(F)c(n1)c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=N)O)O	IC50	6.13	nM
CHEMBL3942676	540.38	5.46	112.63	OC(=NCC1(O)CC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	6.37	nM
CHEMBL3676063	424.48	2.56	95.65	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)N[C@H]5CC[C@H](O)C5)c4n3	IC50	6.8	nM
CHEMBL3673440	542.58	5.57	101.49	COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)c5ccc(nc5)P(=O)(C)C)cc2OC)cc1	IC50	7	nM
CHEMBL3961852	466.33	5.43	92.4	CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	7.06	nM
CHEMBL3671426	489.54	2.13	155.73	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C4CC4)c2)c5cnc(N)nc15	IC50	7.62	nM
CHEMBL3915459	572.95	5.42	104.43	OC(=NC1CCNCC1(F)F)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	7.66	nM
CHEMBL3955007	438.51	3.52	99.14	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=NC5CCC(O)CC5)O)c4n3	IC50	7.7	nM
CHEMBL3673482	485.52	4.86	97.31	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)c5ccc(F)cc5)cc2OC)cn1	IC50	9	nM
CHEMBL3936597	565.4	5.56	133.97	Cc1nc(CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5)n[nH]1	IC50	9.46	nM
CHEMBL3930913	433.9	5.12	93.26	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(Cl)cn3)c4cnccc14	IC50	9.64	nM
CHEMBL3934347	510.38	5.44	101.63	COCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	9.67	nM
CHEMBL3582442	458.54	4.23	69.79	OC1CCN(CC1)c2cc(ccn2)c3cnc4ccc(nn34)N5CCC[C@@H]5c6cccc(F)c6	IC50	10	nM
CHEMBL3671319	582.6	4.88	97.12	CC(Cc1c(F)c(F)cc(F)c1F)NC2=C(C(=O)NC=C2)c3nc4cc5CN(C6CCN(C)CC6)C(=O)c5c(C)c4[nH]3	IC50	10.37	nM
CHEMBL3897319	470.45	5.06	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cnccc14	IC50	10.6	nM
CHEMBL3676096	454.51	1.94	104.76	CN1C=C(F)C=C([C@H]2CCCN2c3ccn4ncc(C(=O)N[C@@H]5CCCC[C@H]5O)c4n3)C1=O	IC50	10.7	nM
CHEMBL3109645	392.38	4.9	70.25	CC(C)N(Cc1c[nH]c2ncccc12)C(=O)Nc3ccc(OC(F)(F)F)cc3	IC50	11	nM
CHEMBL3945085	444.9	3.48	89.49	CC1(O)CN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	11.5	nM
CHEMBL3675975	380.43	2.89	75.42	Fc1cncc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)NC5CCC5)c4n3	IC50	11.7	nM
CHEMBL3666260	485.5	2.69	162.05	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4ocnc4c3)c2)c5cnc(N)nc15	IC50	12.2	nM
CHEMBL3676048	443.5	3.49	82.76	CC(C)(C)[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4F	IC50	12.3	nM
CHEMBL3978099	565.4	5.27	147.83	OC(=NCC1=CNNC1=N)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	12.3	nM
CHEMBL3891994	524.41	5.57	112.63	CC(C)(O)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	12.36	nM
CHEMBL3951404	527.95	5.27	118.18	OC(=NCc1ccnnc1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	12.4	nM
CHEMBL3909391	534.91	5.61	118.43	OC(=NCc1cocn1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	12.4	nM
CHEMBL3676016	399.43	0.98	121.41	NCCCNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3C4=CC(=CNC4=O)F	IC50	12.7	nM
CHEMBL3890973	533.38	5.12	133.97	OC(=NCc1nc[nH]n1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	12.7	nM
CHEMBL3904686	538.44	5.96	112.63	CC(C)(O)CCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	13	nM
